ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description
ISCO-88,2,Professionals ,22,Life Science and Health Professionals ,223,Nursing and Midwifery Professionals ,2230,Nursing and midwifery professionals 
ISCO-88,2,Professionals ,23,Teaching Professionals ,231,"College, University and Higher Education Teaching Professionals ",2310,"College, university and higher education teaching professionals "
ISCO-88,2,Professionals ,23,Teaching Professionals ,232,Secondary Education Teaching Professionals ,2320,Secondary education teaching professionals 
ISCO-88,2,Professionals ,23,Teaching Professionals ,233,Primary and Pre-Primary Education Teaching Professionals ,2331,Primary education teaching professionals 
ISCO-88,2,Professionals ,23,Teaching Professionals ,233,Primary and Pre-Primary Education Teaching Professionals ,2332,Pre-primary education teaching professionals 
ISCO-88,2,Professionals ,23,Teaching Professionals ,234,Special Education Teaching Professionals ,2340,Special education teaching professionals 
ISCO-88,2,Professionals ,23,Teaching Professionals ,235,Other Teaching Professionals ,2351,Education methods specialists 
ISCO-88,2,Professionals ,23,Teaching Professionals ,235,Other Teaching Professionals ,2352,School inspectors 
ISCO-88,2,Professionals ,23,Teaching Professionals ,235,Other Teaching Professionals ,2359,Other teaching professionals not elsewhere classified 
ISCO-88,2,Professionals ,24,Other Professionals ,241,Business Professionals ,2411,Accountants 
ISCO-88,2,Professionals ,24,Other Professionals ,241,Business Professionals ,2412,Personnel and careers professionals 
ISCO-88,2,Professionals ,24,Other Professionals ,241,Business Professionals ,2419,Business professionals not elsewhere classified 
ISCO-88,2,Professionals ,24,Other Professionals ,242,Legal Professionals ,2421,Lawyers 
ISCO-88,2,Professionals ,24,Other Professionals ,242,Legal Professionals ,2422,Judges 
ISCO-88,2,Professionals ,24,Other Professionals ,242,Legal Professionals ,2429,Legal professionals not elsewhere classified 
ISCO-88,2,Professionals ,24,Other Professionals ,243,"Archivists, Librarians and Related Information Professionals ",2431,Archivists and curators 
ISCO-88,2,Professionals ,24,Other Professionals ,243,"Archivists, Librarians and Related Information Professionals ",2432,Librarians and related information professionals 
ISCO-88,2,Professionals ,24,Other Professionals ,244,Social Science and Related Professionals ,2441,Economists 
ISCO-88,2,Professionals ,24,Other Professionals ,244,Social Science and Related Professionals ,2442,"Sociologists, anthropologists and related professionals "
ISCO-88,2,Professionals ,24,Other Professionals ,244,Social Science and Related Professionals ,2443,"Philosophers, historians and political scientists "
ISCO-88,2,Professionals ,24,Other Professionals ,244,Social Science and Related Professionals ,2444,"Philologists, translators and interpreters "
ISCO-88,2,Professionals ,24,Other Professionals ,244,Social Science and Related Professionals ,2445,Psychologists 
ISCO-88,2,Professionals ,24,Other Professionals ,244,Social Science and Related Professionals ,2446,Social work professionals 
ISCO-88,2,Professionals ,24,Other Professionals ,245,Writers and Creative or Performing Artists ,2451,"Authors, journalists and other writers "
ISCO-88,2,Professionals ,24,Other Professionals ,245,Writers and Creative or Performing Artists ,2452,"Sculptors, painters and related artists "
ISCO-88,2,Professionals ,24,Other Professionals ,245,Writers and Creative or Performing Artists ,2453,"Composers, musicians and singers "
ISCO-88,2,Professionals ,24,Other Professionals ,245,Writers and Creative or Performing Artists ,2454,Choreographers and dancers 
ISCO-88,2,Professionals ,24,Other Professionals ,245,Writers and Creative or Performing Artists ,2455,"Film, stage and related actors and directors "
ISCO-88,2,Professionals ,24,Other Professionals ,246,Religious Professionals ,2460,Religious professionals 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3111,Chemical and physical science technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3112,Civil engineering technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3113,Electrical engineering technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3114,Electronics and telecommunications engineering technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3115,Mechanical engineering technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3116,Chemical engineering technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3117,Mining and metallurgical technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3118,Draughtspersons 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,311,Physical and Engineering Science Technicians ,3119,Physical and engineering science technicians not elsewhere classified 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,312,Computer Associate Professionals ,3121,Computer assistants 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,312,Computer Associate Professionals ,3122,Computer equipment operators 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,312,Computer Associate Professionals ,3123,Industrial robot controllers 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,313,Optical and Electronic Equipment Operators ,3131,Photographers and image and sound recording equipment operators 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,313,Optical and Electronic Equipment Operators ,3132,Broadcasting and telecommunications equipment operators 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,313,Optical and Electronic Equipment Operators ,3133,Medical equipment operators 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,313,Optical and Electronic Equipment Operators ,3139,Optical and electronic equipment operators not elsewhere classified 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,314,Ship and Aircraft Controllers and Technicians ,3141,Ships' engineers 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,314,Ship and Aircraft Controllers and Technicians ,3142,Ships' deck officers and pilots 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,314,Ship and Aircraft Controllers and Technicians ,3143,Aircraft pilots and related associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,314,Ship and Aircraft Controllers and Technicians ,3144,Air traffic controllers 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,314,Ship and Aircraft Controllers and Technicians ,3145,Air traffic safety technicians 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,315,Safety and Quality Inspectors ,3151,Building and fire inspectors 
ISCO-88,3,Technicians and Associate Professionals ,31,Physical and Engineering Science Associate Professionals ,315,Safety and Quality Inspectors ,3152,"Safety, health and quality inspectors "
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,321,Life Science Technicians and Related Associate Professionals ,3211,Life science technicians 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,321,Life Science Technicians and Related Associate Professionals ,3212,Agronomy and forestry technicians 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,321,Life Science Technicians and Related Associate Professionals ,3213,Farming and forestry advisers 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3221,Medical assistants 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3222,Sanitarians 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3223,Dieticians and nutritionists 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3224,Optometrists and opticians 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3225,Dental assistants 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3226,Physiotherapists and related associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3227,Veterinary assistants 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3228,Pharmaceutical assistants 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,322,Modern Health Associate Professionals (Except Nursing) ,3229,Modern health associate professionals (except nursing) not elsewhere classified 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,323,Nursing and Midwifery Associate Professionals ,3231,Nursing associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,323,Nursing and Midwifery Associate Professionals ,3232,Midwifery associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,324,Traditional Medicine Practitioners and Faith Healers ,3241,Traditional medicine practitioners 
ISCO-88,3,Technicians and Associate Professionals ,32,Life Science and Health Associate Professionals ,324,Traditional Medicine Practitioners and Faith Healers ,3242,Faith healers 
ISCO-88,3,Technicians and Associate Professionals ,33,Teaching Associate Professionals ,331,Primary Education Teaching Associate Professionals ,3310,Primary education teaching associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,33,Teaching Associate Professionals ,332,Pre-Primary Education Teaching Associate Professionals ,3320,Pre-primary education teaching associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,33,Teaching Associate Professionals ,333,Special Education Teaching Associate Professionals ,3330,Special education teaching associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,33,Teaching Associate Professionals ,334,Other Teaching Associate Professionals ,3340,Other teaching associate professionals 
ISCO-88,3,Technicians and Associate Professionals ,34,Other Associate Professionals ,341,Finance and Sales Associate Professionals ,3411,Securities and finance dealers and brokers 
